Gene	Direction
MYCBP	Downreg
MYO19	Downreg
NAGK	Downreg
NCLN	Downreg
NDUFAF4	Downreg
NOL9	Downreg
NOP56	Downreg
NPDC1	Downreg
NR2C1	Downreg
NSMAF	Downreg
NTHL1	Downreg
NUBP1	Downreg
OLFM4	Downreg
OTUD7B	Downreg
P3H3	Downreg
PANK2	Downreg
PCGF5	Downreg
PHF1	Downreg
PHPT1	Downreg
PIDD1	Downreg
PIGO	Downreg
PISD	Downreg
PLA2G7	Downreg
PLEKHF2	Downreg
PLEKHH1	Downreg
PLPP6	Downreg
POLR2M	Downreg
PPP1R10	Downreg
PPP1R3F	Downreg
PRDM11	Downreg
PSPC1	Downreg
PWP1	Downreg
RECQL5	Downreg
RERE	Downreg
RIOK1	Downreg
RNASE4	Downreg
RPS2	Downreg
RPUSD1	Downreg
RWDD2B	Downreg
SALL1	Downreg
SCAMP2	Downreg
SCAND1	Downreg
SDCCAG8	Downreg
SELENOP	Downreg
SHANK3	Downreg
SHD	Downreg
SLC25A16	Downreg
SLC35A3	Downreg
SLC39A14	Downreg
SMARCD3	Downreg
SMIM24	Downreg
SNX13	Downreg
SNX9	Downreg
SPATA24	Downreg
SPATA6	Downreg
SPG7	Downreg
SRRD	Downreg
SRSF2	Downreg
STAC2	Downreg
STX3	Downreg
SUSD6	Downreg
TAF5L	Downreg
TBCEL-TECTA	Downreg
TBCEL	Downreg
TCTA	Downreg
TGFB1I1	Downreg
TNFAIP6	Downreg
TNFSF12	Downreg
TRIAP1	Downreg
TRNT1	Downreg
TTC5	Downreg
UBLCP1	Downreg
UBXN8	Downreg
WDR5B	Downreg
ZCCHC9	Downreg
ZFAND3	Downreg
ZNF248	Downreg
ZNF845	Downreg
ZNF583	Downreg
ZNF865	Downreg
ZNF233	Downreg
ZFYVE19	Downreg
ZNHIT2	Downreg
C1orf189	Upreg
KIAA1109	Upreg
ABCG1	Upreg
ABHD18	Upreg
ACER2	Upreg
ACKR2	Upreg
ACY1	Upreg
ABHD14A-ACY1	Upreg
ADAMTS1	Upreg
ADAMTS4	Upreg
ADCY4	Upreg
ADGRE5	Upreg
AGPAT4	Upreg
AHDC1	Upreg
SMIM29	Upreg
AK5	Upreg
ANKRD35	Upreg
ANKRD44	Upreg
ANXA2	Upreg
APLN	Upreg
AQP11	Upreg
AQR	Upreg
ARF3	Upreg
ARID5B	Upreg
ARMCX4	Upreg
ATG2B	Upreg
ATP13A3	Upreg
ATP6V0C	Upreg
AURKB	Upreg
BAHD1	Upreg
BCORL1	Upreg
BMPR2	Upreg
BOC	Upreg
BRWD3	Upreg
BST2	Upreg
CABP7	Upreg
CACNA1E	Upreg
CASKIN2	Upreg
CAVIN2	Upreg
CCDC91	Upreg
CD93	Upreg
CDHR1	Upreg
CEP97	Upreg
CERS5	Upreg
CH25H	Upreg
CHD2	Upreg
CLCN5	Upreg
CLEC14A	Upreg
COL18A1	Upreg
COL4A1	Upreg
COL4A2	Upreg
CRAMP1	Upreg
CRYL1	Upreg
CSTB	Upreg
CYP4F8	Upreg
DDIT4	Upreg
DDTL	Upreg
DDT	Upreg
DEDD2	Upreg
DHCR7	Upreg
DHRS2	Upreg
DLG3	Upreg
EFNA3	Upreg
EGR1	Upreg
ELL	Upreg
EMID1	Upreg
ENO1	Upreg
ENOPH1	Upreg
EPAS1	Upreg
EPHX1	Upreg
ERMP1	Upreg
ETNK2	Upreg
ETS2	Upreg
ETV1	Upreg
EYA2	Upreg
FAM43B	Upreg
FASN	Upreg
FBL	Upreg
FBXO21	Upreg
FDFT1	Upreg
FLT1	Upreg
FNIP2	Upreg
FSD1L	Upreg
GAPDH	Upreg
GPI	Upreg
HCFC2	Upreg
HERC1	Upreg
HEXIM2	Upreg
HID1	Upreg
HIF3A	Upreg
HIGD1B	Upreg
HK2	Upreg
HNRNPUL2	Upreg
HNRNPUL2-BSCL2	Upreg
HOPX	Upreg
HSD17B11	Upreg
HSPB1	Upreg
IER2	Upreg
IER3	Upreg
IGSF3	Upreg
IL13RA1	Upreg
INSYN2B	Upreg
ITM2C	Upreg
