Gene	Direction
Ppp1r3f	Downreg
Zfp93	Downreg
Cep72	Downreg
Pspc1	Downreg
Chmp6	Downreg
Clpp	Downreg
Nsmaf	Downreg
Mob3c	Downreg
Fam133b	Downreg
Triap1	Downreg
Pisd	Downreg
Zfp810	Downreg
Tgfb1i1	Downreg
Plekhh1	Downreg
Entr1	Downreg
Zfyve19	Downreg
Nol9	Downreg
Acadl	Downreg
Bud31	Downreg
Susd6	Downreg
2310061I04Rik	Downreg
Echdc2	Downreg
Itfg2	Downreg
Hr	Downreg
Mrpl54	Downreg
Recql5	Downreg
Creg1	Downreg
Mterf3	Downreg
Nsun4	Downreg
Nr2c1	Downreg
Alg11	Downreg
Ttc5	Downreg
Itpa	Downreg
Trnt1	Downreg
Ppp1r10	Downreg
Otud7b	Downreg
Rwdd2b	Downreg
Pidd1	Downreg
Fmnl2	Downreg
Plekhf2	Downreg
Abhd5	Downreg
Chmp1b	Downreg
Mical1	Downreg
Gtpbp2	Downreg
Stac2	Downreg
Srsf2	Downreg
Crbn	Downreg
Klhl29	Downreg
Mrps31	Downreg
Mthfd2	Downreg
Bend5	Downreg
Il1rap	Downreg
Dus3l	Downreg
Snx13	Downreg
Shank3	Downreg
Riok1	Downreg
Aars2	Downreg
Sall1	Downreg
Tbcel	Downreg
Eid1	Downreg
Phf1	Downreg
Kctd5	Downreg
Spg7	Downreg
Ccdc14	Downreg
Idh2	Downreg
Ccdc39	Downreg
Gcdh	Downreg
Abcd4	Downreg
Nagk	Downreg
Ublcp1	Downreg
Ncln	Downreg
Ppp1r7	Downreg
Pank2	Downreg
Wdr5b	Downreg
Mcph1	Downreg
Plpp6	Downreg
Ercc6	Downreg
Gart	Downreg
Shd	Downreg
Slc35a3	Downreg
Rnase4	Downreg
Npdc1	Downreg
Mta3	Downreg
Gsg1l	Downreg
Rere	Downreg
Slc39a14	Downreg
Cdk10	Downreg
Mrpl19	Downreg
Smarcd3	Downreg
Zfp865	Downreg
Pcgf5	Downreg
Tmem167b	Downreg
Rps2	Downreg
Zfand3	Downreg
Pwp1	Downreg
Foxk2	Downreg
Nop56	Downreg
Polr2m	Downreg
Ndufaf4	Downreg
Ch25h	Upreg
Bst2	Upreg
Dhrs2	Upreg
Ier3	Upreg
Prss38	Upreg
Ucma	Upreg
Nanos3	Upreg
S100a13	Upreg
Egr1	Upreg
Ephx1	Upreg
Ddit4	Upreg
Hopx	Upreg
Mcam	Upreg
Rnf213	Upreg
P4ha1	Upreg
Clec14a	Upreg
Ifi27	Upreg
Ier2	Upreg
Hbb-bt	Upreg
Tmem204	Upreg
Vwf	Upreg
Adamts1	Upreg
H2-D1	Upreg
Plcd3	Upreg
Kdr	Upreg
Higd1b	Upreg
Mrc2	Upreg
Tceal7	Upreg
Rpusd2	Upreg
Eya2	Upreg
Apln	Upreg
Stard10	Upreg
Nid2	Upreg
Smad6	Upreg
Slc2a1	Upreg
Nhlh2	Upreg
Kdm3a	Upreg
Hspb1	Upreg
Cyp4f16	Upreg
Mvd	Upreg
Pecam1	Upreg
Fam43b	Upreg
Tgfb3	Upreg
Pelo	Upreg
Acer2	Upreg
Flt1	Upreg
Dhcr7	Upreg
Txnip	Upreg
Myh9	Upreg
Pygl	Upreg
Parp12	Upreg
Cryl1	Upreg
Adgre5	Upreg
Hif3a	Upreg
Anxa2	Upreg
Lnx2	Upreg
Cabp7	Upreg
Col4a1	Upreg
Col4a2	Upreg
Bcorl1	Upreg
Ankrd35	Upreg
Tmem41a	Upreg
Col18a1	Upreg
Pdgfrb	Upreg
Ptprb	Upreg
Pcdhgb7	Upreg
Lama4	Upreg
Ackr2	Upreg
Eno1	Upreg
Ldlr	Upreg
Zbtb34	Upreg
Hexim2	Upreg
Klf16	Upreg
Slc16a3	Upreg
Pxdc1	Upreg
1700094D03Rik	Upreg
Spag6l	Upreg
Cavin2	Upreg
Vtn	Upreg
Cdhr1	Upreg
Mpp2	Upreg
Rrbp1	Upreg
Snrpg	Upreg
Kdm5b	Upreg
Hk2	Upreg
Kdm7a	Upreg
Nid1	Upreg
Smarcd2	Upreg
Slc35f2	Upreg
4932438A13Rik	Upreg
AI413582	Upreg
Slc7a14	Upreg
Pcdhb20	Upreg
Pdk1	Upreg
Pcdh1	Upreg
Slc35f3	Upreg
Wdr92	Upreg
Insyn2b	Upreg
Stard4	Upreg
Mknk2	Upreg
Larp6	Upreg
Atp6v0c	Upreg
Tmem14a	Upreg
Bahd1	Upreg
Kctd7	Upreg
Ikzf4	Upreg
Adamts4	Upreg
Mmgt2	Upreg
Acy1	Upreg
Lix1	Upreg
Tmem39a	Upreg
Litaf	Upreg
Msh2	Upreg
Atg2b	Upreg
Cep97	Upreg
Ets2	Upreg
Gpi1	Upreg
Zfp599	Upreg
Tmem184b	Upreg
Cacna1e	Upreg
Pacsin3	Upreg
Arid5b	Upreg
Mzt2	Upreg
Tcf19	Upreg
Il13ra1	Upreg
Lcp1	Upreg
Lrrc8c	Upreg
Cd93	Upreg
Abcg1	Upreg
Armcx4	Upreg
Etnk2	Upreg
Tcp11l2	Upreg
Fsd1l	Upreg
Itga5	Upreg
Igsf3	Upreg
Brwd3	Upreg
Sc5d	Upreg
Fdft1	Upreg
Rab3il1	Upreg
Rlf	Upreg
Sema4b	Upreg
Aqp11	Upreg
Abhd18	Upreg
Phactr4	Upreg
Tpi1	Upreg
Herc1	Upreg
Thada	Upreg
Fbl	Upreg
Ak5	Upreg
Narf	Upreg
Atp13a3	Upreg
Nyap2	Upreg
Wdr45	Upreg
Ddt	Upreg
Zswim1	Upreg
Fasn	Upreg
Zfp36	Upreg
Ripor1	Upreg
Pfkfb1	Upreg
Agpat4	Upreg
Maip1	Upreg
Snrnp200	Upreg
Efna3	Upreg
Pold2	Upreg
Prnp	Upreg
Klf13	Upreg
Ermp1	Upreg
Tmem170b	Upreg
Kcna6	Upreg
Kifc1	Upreg
Itm2c	Upreg
Mn1	Upreg
Aurkb	Upreg
Apaf1	Upreg
Peak1	Upreg
Thoc5	Upreg
Nrcam	Upreg
Enoph1	Upreg
Aqr	Upreg
Ankrd44	Upreg
Caskin2	Upreg
Tuba4a	Upreg
Tbc1d25	Upreg
Pvr	Upreg
Cramp1l	Upreg
Slc35e4	Upreg
Msh6	Upreg
Zfp467	Upreg
Cstb	Upreg
Tafa1	Upreg
Ptprg	Upreg
Hnrnpul2	Upreg
Pdcd2l	Upreg
Emid1	Upreg
Dedd2	Upreg
Rasgrf1	Upreg
Boc	Upreg
Zfp850	Upreg
Ccdc91	Upreg
Chd2	Upreg
Adcy4	Upreg
Amy1	Upreg
Clcn5	Upreg
Hsd17b11	Upreg
Zc3h12b	Upreg
Ppp2r3a	Upreg
Nav3	Upreg
Ell	Upreg
Stxbp1	Upreg
Cers5	Upreg
Bmpr2	Upreg
Dlg3	Upreg
Gapdh	Upreg
Ahdc1	Upreg
Fbxo21	Upreg
Rdh11	Upreg
Zfyve27	Upreg
Stx2	Upreg
Utp14b	Upreg
Snca	Upreg
Epas1	Upreg
Etv1	Upreg
Rprd2	Upreg
Ube2h	Upreg
Smad5	Upreg
Rnf19a	Upreg
Opn3	Upreg
Scfd2	Upreg
Lonrf1	Upreg
Zfp462	Upreg
Slc1a1	Upreg
Spata2	Upreg
Hid1	Upreg
Arf3	Upreg
Ttbk2	Upreg
Unc45a	Upreg
Nol4l	Upreg
Fnip2	Upreg
Hcfc2	Upreg
